age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
31,2,49398,10,1,9,1,1,0,0,0,40,41,0
33,2,159303,9,2,4,4,1,1,0,0,40,41,0
19,2,248339,9,7,10,3,1,0,0,0,35,41,0
29,2,190539,13,7,1,5,1,0,0,1590,50,41,0
30,2,183620,9,1,5,1,1,0,0,0,45,41,0
48,2,25468,14,2,1,5,1,0,99999,0,50,41,1
42,2,201495,13,1,1,1,1,0,0,0,40,41,0
37,2,52221,7,1,6,1,1,0,0,0,40,41,0
54,5,96460,9,1,1,1,1,0,7688,0,60,41,1
42,2,325353,12,1,14,1,1,0,7688,0,42,41,1
28,1,176027,9,7,4,5,1,1,0,0,28,41,0
42,4,266135,10,1,11,1,1,0,0,0,52,41,1
60,0,194252,14,1,1,2,1,1,3103,0,40,41,1
21,2,363192,11,7,4,3,1,1,0,0,40,41,0
29,2,31360,10,7,7,3,1,0,0,0,40,41,0
43,2,63503,13,1,3,1,1,0,0,0,40,41,1
44,2,157614,9,2,5,3,1,0,0,0,38,41,0
45,2,160647,13,2,14,4,1,1,4687,0,35,41,1
38,2,363395,10,7,5,4,2,1,0,0,40,41,0
28,2,338376,10,1,14,1,1,0,0,0,50,41,1
29,2,87523,9,7,5,3,1,1,0,0,40,41,0
20,2,280714,10,7,4,3,1,0,0,0,40,41,0
49,5,119565,14,1,5,1,1,0,0,0,40,41,1
36,4,171482,10,1,11,1,1,0,0,0,56,41,1
40,5,49249,13,1,1,1,1,0,0,0,50,41,1
17,2,331552,8,7,14,3,1,1,0,0,30,41,0
45,2,174426,9,1,10,1,1,0,0,0,40,41,0
42,2,184105,10,7,7,5,1,0,0,0,28,41,0
29,2,37933,13,7,1,4,2,1,0,0,40,41,0
57,1,291529,13,1,1,1,1,0,4386,0,13,41,1
23,2,376416,13,7,14,5,1,0,0,0,40,41,0
20,2,263612,10,7,14,3,2,1,0,0,40,19,0
23,2,227471,9,7,2,3,1,0,0,0,24,41,0
39,2,191103,9,7,4,5,1,0,0,0,40,41,0
34,2,35644,10,1,10,1,1,0,0,0,40,41,1
43,1,227298,13,7,5,5,1,0,0,0,45,41,0
25,0,187508,10,7,2,3,1,0,0,0,40,41,0
40,2,184378,10,1,5,1,1,0,0,0,60,5,0
52,1,190333,9,2,7,5,1,0,0,0,25,41,0
48,2,155372,9,6,8,4,1,1,0,0,36,41,0
37,2,259882,11,7,5,4,2,1,0,0,6,41,0
36,2,217077,9,1,5,1,1,0,0,0,50,41,0
33,2,103596,11,1,6,1,1,0,0,0,40,41,0
36,4,188236,9,1,14,2,1,1,0,0,40,41,1
24,2,353010,13,7,14,5,1,0,0,0,10,41,0
42,4,70655,9,2,7,5,1,0,0,0,40,41,0
35,5,64874,12,7,5,3,1,0,0,0,40,41,0
40,3,219240,9,2,14,4,1,1,0,0,22,41,0
50,5,104849,15,1,3,1,3,0,0,0,40,3,0
40,2,173590,14,1,1,1,1,0,0,0,50,41,1
57,5,195835,9,1,1,1,1,0,0,0,40,41,0
51,4,170579,9,1,6,1,1,0,0,0,40,41,1
61,3,230545,9,7,14,4,1,1,0,0,35,5,0
71,2,162297,9,6,5,4,1,1,0,0,20,41,0
47,2,169549,9,1,10,1,1,0,0,0,40,41,1
38,2,117528,13,7,4,4,1,1,0,0,45,41,0
25,2,273876,13,7,5,5,1,0,0,0,65,41,0
33,2,529104,7,1,2,1,1,0,0,0,50,41,0
40,0,456110,7,2,6,4,1,1,0,0,52,41,0
29,2,170301,9,1,14,2,1,1,2829,0,40,41,0
33,2,55717,9,7,10,5,1,0,0,0,40,41,0
46,2,166181,10,7,14,3,2,1,0,0,36,41,0
24,2,52242,9,1,5,2,1,1,0,0,40,41,1
28,2,224629,14,7,1,5,5,0,0,0,30,1,0
20,2,197997,9,7,10,5,1,0,0,0,40,41,0
34,2,46144,10,2,2,4,1,1,0,0,40,41,0
34,0,180871,13,1,14,1,1,0,0,0,55,41,0
25,2,212311,10,7,14,4,2,1,0,0,40,41,0
36,2,232874,13,1,9,1,1,0,0,0,40,41,0
61,2,175999,9,1,8,1,1,0,0,0,40,41,0
38,2,177121,10,4,4,5,1,1,0,0,58,41,0
57,2,299358,9,6,4,4,1,1,0,1719,25,41,0
56,2,129836,9,1,4,2,1,1,0,0,10,41,0
24,2,225515,13,7,1,5,1,1,0,0,40,41,0
60,2,145664,10,2,5,5,1,1,0,0,48,41,0
37,2,151764,10,1,1,1,1,0,0,0,50,41,0
27,2,183523,10,1,6,1,1,0,0,0,40,41,1
54,2,257869,10,4,4,5,1,0,0,0,28,13,0
40,2,73025,9,1,4,1,3,0,0,0,30,26,0
18,2,165532,8,7,4,3,1,0,0,0,15,41,0
51,3,140035,9,1,14,1,1,0,0,0,40,41,1
40,1,325159,10,1,9,1,1,0,0,0,50,41,1
64,3,161926,9,1,3,1,1,0,0,0,8,41,0
24,2,163665,9,7,4,5,1,1,2174,0,40,41,0
33,2,106938,9,1,9,2,2,1,0,0,38,41,0
31,2,97453,9,2,1,4,1,1,0,0,40,41,0
26,4,242464,9,1,11,1,1,0,3103,0,40,41,1
54,2,155233,13,7,14,5,1,1,14084,0,40,41,1
31,2,248653,2,7,2,5,1,0,0,0,37,4,0
22,2,141297,10,7,9,3,1,0,0,0,40,41,0
31,2,227325,10,7,10,5,1,0,0,0,40,41,0
68,2,123653,3,4,4,5,1,0,0,0,12,25,0
59,3,176317,6,2,4,5,1,1,0,0,37,41,0
35,1,77146,9,1,10,1,1,0,2829,0,45,41,0
25,2,169124,13,7,14,3,1,0,0,0,40,41,0
23,2,179413,9,7,10,4,1,0,0,0,40,41,0
35,2,180137,10,2,1,4,1,0,0,0,60,41,0
17,0,179319,6,7,4,3,1,0,0,0,30,41,0
19,2,45766,10,7,2,5,1,0,0,0,45,41,0
53,2,152810,14,1,1,1,1,0,0,1977,55,41,1
59,2,214052,3,2,8,4,1,1,0,0,40,41,0
37,2,201141,9,7,14,3,1,1,0,0,37,41,0
74,1,43599,9,6,4,5,1,0,0,0,20,41,0
28,2,292536,10,7,6,5,1,0,0,0,50,41,0
40,2,82161,13,7,14,5,1,0,0,0,40,41,0
20,2,181370,10,7,4,3,2,0,0,0,40,41,0
80,2,148623,15,1,3,1,1,0,0,0,35,41,1
51,2,84399,9,1,8,1,2,0,0,0,40,41,0
17,2,143331,6,7,5,3,1,0,0,0,15,41,0
37,3,48779,13,1,3,1,1,0,0,0,40,41,0
58,2,83542,9,7,4,5,1,0,0,0,40,41,0
57,2,214619,10,1,10,1,1,0,0,0,40,41,0
37,2,160035,10,2,8,5,1,0,0,0,40,41,0
23,3,39603,10,7,10,4,4,0,0,0,40,41,0
36,2,181589,13,7,14,5,1,1,0,0,32,13,0
33,2,261511,9,1,10,1,1,0,0,0,40,41,0
30,2,29522,10,1,5,2,1,1,0,0,40,41,0
30,2,36340,9,7,14,4,1,1,0,0,24,41,0
41,2,320984,15,1,3,1,1,0,99999,0,65,41,1
23,2,122346,9,7,5,3,1,0,0,0,40,41,0
40,2,105794,15,7,3,5,1,1,14084,0,50,41,1
53,2,152883,9,6,14,5,2,1,0,0,40,41,0
31,0,123037,10,7,9,5,1,0,0,0,13,41,0
36,2,182074,9,7,14,4,1,0,0,0,40,41,0
30,2,248588,8,2,4,5,1,1,0,0,40,41,0
44,2,187584,9,1,11,1,1,0,0,0,40,8,0
36,2,46706,9,7,4,3,1,0,0,0,40,41,0
42,2,190290,12,1,3,1,1,0,0,0,40,41,1
48,1,247294,9,1,10,1,1,0,0,0,30,30,0
22,2,117779,13,7,3,3,1,0,0,0,40,41,0
38,2,121602,9,1,8,1,1,0,0,0,40,41,0
31,2,451744,9,7,10,5,1,0,0,0,50,41,0
32,2,107793,9,2,4,3,1,0,2174,0,40,41,0
35,2,339772,9,1,2,1,2,0,0,0,40,41,0
21,2,185582,10,7,5,3,1,0,0,0,43,41,0
26,2,260614,9,1,8,1,1,0,0,0,40,41,0
19,4,53220,9,7,14,3,2,1,0,0,40,41,0
43,2,213844,9,5,10,2,2,1,0,0,42,41,1
33,2,213226,9,1,10,1,1,0,0,0,60,41,0
30,2,58582,13,7,10,3,1,0,0,0,10,41,0
52,2,193116,6,1,6,1,1,0,0,0,45,41,0
38,4,201410,13,1,1,1,1,0,0,0,40,41,1
28,2,190525,13,1,1,1,1,0,0,0,46,41,1
57,1,138285,12,1,4,1,1,0,0,0,40,10,0
51,2,111939,13,1,3,1,1,0,0,0,50,41,1
50,2,109277,5,1,8,1,1,0,0,0,48,41,0
32,2,331539,13,1,1,1,3,0,0,0,50,26,1
32,2,396745,13,1,3,1,1,0,0,2415,48,41,1
37,2,126675,9,1,10,1,1,0,0,0,40,41,0
69,1,349022,9,1,5,1,1,0,0,0,33,41,0
37,2,234901,10,1,5,1,1,0,0,0,50,9,1
36,2,100681,10,7,14,5,1,0,2463,0,40,41,0
47,1,265097,9,1,6,1,1,0,0,0,45,41,1
63,2,237379,6,1,6,1,1,0,0,0,40,41,0
21,2,44793,10,7,14,5,1,0,0,0,65,41,0
17,2,270942,9,7,4,4,1,0,0,0,35,4,0
56,2,193622,9,4,10,4,1,0,0,0,40,41,0
90,4,187749,12,1,14,1,3,0,0,0,20,11,0
27,2,160178,10,2,14,5,1,1,0,0,38,41,0
38,2,680390,9,2,14,4,1,1,0,0,20,41,0
33,2,96245,12,1,3,1,1,0,0,0,50,41,0
26,2,34803,9,7,1,5,1,1,0,0,40,41,0
20,2,170091,10,7,4,3,1,1,0,0,35,41,0
42,2,231813,7,1,6,1,1,0,0,0,40,41,0
55,2,23789,9,2,1,5,1,1,0,0,40,41,0
32,0,438711,10,1,3,2,2,1,0,0,40,41,0
66,2,169804,13,1,5,1,1,0,20051,0,40,41,1
66,4,376506,16,2,3,5,1,1,3273,0,40,41,0
49,2,28791,10,2,4,5,1,1,0,0,40,41,0
34,2,162814,9,2,11,5,2,0,0,0,45,41,0
38,2,58108,13,1,1,1,1,0,0,0,50,41,1
40,5,102226,9,1,1,1,1,0,0,0,40,41,0
22,3,209131,12,7,4,3,1,0,0,0,20,41,0
46,1,157117,9,1,6,1,1,0,0,0,40,41,0
29,2,172865,9,1,8,1,1,0,0,0,50,41,0
19,2,29798,8,7,2,3,4,0,0,0,20,41,0
37,4,80680,13,2,3,4,1,1,1151,0,35,41,0
52,4,238959,14,7,3,5,1,0,0,0,32,41,1
27,2,189462,14,7,14,5,1,1,0,0,46,41,0
52,2,139347,9,1,6,2,1,1,0,0,40,41,0
31,2,188108,9,7,10,3,1,0,4101,0,40,41,0
37,5,111128,10,1,10,1,1,0,0,0,50,41,1
28,2,81540,9,7,2,5,1,0,0,0,40,41,0
25,2,257562,4,1,10,1,1,0,0,0,40,4,0
31,2,59496,10,1,14,1,1,0,0,0,50,41,0
29,2,29974,9,1,10,1,1,0,0,0,40,41,0
45,2,102597,9,6,14,4,1,1,0,0,35,41,0
69,2,41419,4,1,4,1,1,0,0,0,20,41,0
50,2,118565,7,1,8,1,2,0,0,0,40,41,0
54,0,312897,16,1,3,1,1,0,0,0,46,7,1
17,2,166290,5,7,4,3,1,1,0,0,20,41,0
34,2,160261,9,7,9,3,3,0,14084,0,35,26,1
23,2,203076,10,7,8,3,1,0,0,0,40,41,0
66,2,201197,13,1,3,1,1,0,0,0,45,41,1
61,2,273803,9,1,10,1,1,0,0,0,40,41,0
55,2,156797,10,2,8,5,1,1,0,0,40,41,0
24,2,283896,9,7,2,5,1,0,0,0,40,41,0
30,2,149368,9,2,5,4,1,0,1151,0,30,41,0
49,2,156926,11,2,1,5,1,0,0,0,45,41,1
56,5,165881,9,1,5,1,1,0,0,0,50,41,1
25,2,86872,9,1,5,1,1,0,0,0,40,41,0
49,2,167523,13,2,11,5,1,0,0,0,40,41,0
58,2,154950,13,1,9,1,1,0,0,0,40,41,1
40,3,171231,13,7,14,5,1,0,0,0,40,5,0
62,2,244933,14,2,3,5,1,1,0,0,45,41,0
54,2,256908,13,1,9,1,1,0,0,0,25,41,1
34,1,33442,11,7,4,4,1,1,0,0,40,41,0
18,2,126142,6,7,10,3,1,0,0,0,30,41,0
32,2,167106,9,1,5,1,3,0,0,0,40,37,0
22,4,50065,13,7,3,5,1,1,0,0,35,41,0
34,0,252529,13,7,3,5,1,0,0,0,48,41,0
47,2,343579,9,1,4,1,1,0,0,0,40,4,0
19,2,190817,10,7,5,3,1,1,0,0,40,41,0
41,5,151089,10,1,1,1,1,0,0,2415,55,41,1
46,2,186820,10,1,4,2,1,1,5013,0,40,41,0
56,1,210731,4,2,5,4,1,0,0,0,20,4,0
42,2,123816,9,2,8,5,2,1,0,0,40,41,0
25,2,77071,13,7,3,3,1,1,0,2339,35,41,0
42,2,115085,9,1,14,1,1,0,0,0,50,41,0
43,2,170525,13,2,3,5,1,1,14344,0,40,41,1
17,2,209949,7,7,5,3,1,1,0,1602,12,41,0
57,1,34297,4,1,10,1,1,0,0,0,40,41,1
40,2,180985,14,1,1,1,1,0,0,0,50,41,1
62,4,33365,9,6,4,5,1,1,0,0,40,8,0
20,2,197752,10,7,14,3,1,0,0,0,16,41,0
47,2,180551,10,1,6,1,1,0,0,0,50,41,0
40,2,77975,10,1,1,1,1,0,0,0,40,41,0
48,2,94342,13,1,10,1,1,0,0,0,55,41,0
39,5,34180,11,1,7,1,1,0,0,0,60,41,1
46,4,367251,10,1,10,1,2,0,0,0,40,41,1
72,5,172407,15,1,3,1,1,0,99999,0,50,41,1
53,2,303462,9,1,8,1,1,0,0,0,30,41,0
47,3,220269,10,1,2,1,1,0,0,0,40,41,1
40,1,45093,9,2,10,5,1,0,0,0,45,8,0
34,2,101709,9,4,6,5,3,0,0,0,40,41,0
41,2,219591,9,7,14,3,1,0,0,0,40,41,0
41,2,76625,9,1,10,1,1,0,0,0,40,41,0
20,2,342599,10,7,2,3,1,0,0,0,35,41,0
54,4,238257,13,7,3,5,1,0,0,0,50,41,0
39,5,206253,13,1,3,2,1,1,0,0,40,41,0
37,2,172571,9,2,8,5,1,0,0,0,40,41,0
59,2,95165,16,1,5,1,1,0,0,0,40,41,0
69,2,141181,3,1,14,1,1,0,1797,0,40,41,0
24,2,267843,13,7,3,3,2,1,0,0,35,41,0
36,2,181382,11,1,8,1,1,0,3103,0,40,41,1
20,2,132320,10,4,10,5,1,0,0,0,40,41,0
26,1,201138,11,7,4,5,1,1,0,0,35,41,0
48,2,239058,8,6,2,4,1,1,0,0,50,41,0
39,5,239755,15,1,3,1,1,0,0,1902,50,41,1
21,2,176262,12,7,4,3,1,1,0,0,18,41,0
22,2,264738,9,7,1,4,1,1,0,0,42,9,0
34,2,182218,11,2,3,4,1,1,0,0,40,41,0
33,2,318982,10,1,1,1,1,0,0,0,45,41,1
46,2,216666,5,1,8,1,1,0,0,0,40,24,0
47,2,274200,7,1,10,1,1,0,7298,0,40,41,1
65,2,150095,13,1,1,1,1,0,0,0,40,41,1
23,2,192978,9,1,2,1,1,0,0,0,40,41,0
28,2,68021,10,7,4,5,1,1,0,0,30,41,0
34,1,28568,9,2,1,5,1,0,0,0,60,41,1
20,2,115057,10,7,4,5,1,0,0,0,40,41,0
28,2,139568,7,7,14,5,1,0,0,0,40,41,0
52,5,138497,13,1,1,1,1,0,0,0,60,41,0
40,0,182460,14,1,3,2,3,1,0,0,38,26,1
22,2,253310,13,7,1,3,1,1,0,0,7,41,0
29,5,130856,9,1,1,1,1,0,0,0,45,41,0
31,1,389765,4,1,3,1,1,0,0,0,60,41,0
42,3,52781,14,1,3,1,1,0,0,1902,40,41,1
38,2,146178,9,7,10,4,2,1,0,0,40,41,0
22,2,231053,7,1,8,1,1,0,0,0,70,41,1
43,2,483450,5,1,1,1,1,0,0,0,40,4,0
43,5,198316,13,1,1,1,1,0,0,0,50,41,1
33,2,160614,10,1,1,1,1,0,0,0,50,41,0
17,5,325171,6,7,4,3,2,0,0,0,35,41,0
54,1,172898,15,1,3,1,1,0,5178,0,50,41,1
45,2,186473,9,2,14,4,1,1,0,0,40,41,0
55,4,286967,6,1,10,1,1,0,0,0,45,41,0
51,1,111939,9,1,6,1,1,0,0,0,35,41,1
65,3,325089,6,2,10,4,1,0,0,0,40,41,0
21,2,143582,13,7,3,3,3,1,0,0,45,41,0
40,2,308027,9,6,4,4,2,1,0,0,40,41,0
58,2,105060,10,7,14,5,2,1,0,0,37,41,0
53,3,39643,9,6,1,5,1,1,0,0,58,41,0
39,2,186191,14,1,3,1,1,0,0,1848,50,41,1
56,4,267763,9,1,4,1,1,0,0,0,40,41,0
37,2,124293,10,1,14,1,1,0,0,0,50,41,0
44,2,36271,13,1,10,1,1,0,0,0,40,41,0
49,2,143459,5,4,2,3,1,0,0,0,38,41,0
36,2,186376,10,1,8,1,3,0,0,0,50,41,1
59,5,52822,13,1,10,1,1,0,0,0,60,41,0
33,2,104509,9,2,14,3,1,1,0,0,40,41,0
36,2,184456,15,7,1,5,1,0,27828,0,50,41,1
26,2,192302,10,1,1,2,1,1,0,0,25,41,0
22,2,156822,6,7,5,5,1,1,0,1762,25,41,0
25,2,214413,14,7,14,3,1,0,0,0,40,41,0
28,2,108574,10,1,14,2,1,1,0,0,15,41,0
41,2,223934,12,2,14,4,1,1,0,0,38,41,0
45,2,200559,11,1,7,1,1,0,0,0,70,41,0
43,2,137722,9,1,2,1,1,0,0,0,40,41,0
30,2,261677,5,7,2,4,2,0,0,0,40,41,0
33,2,136331,9,3,10,4,1,0,0,0,50,41,0
34,2,329993,10,1,14,1,1,0,0,0,40,41,0
21,2,91819,11,7,4,5,1,0,0,0,30,41,0
31,2,201122,13,1,5,1,1,0,0,1902,45,41,1
48,2,315423,3,1,6,1,1,0,0,0,40,41,0
22,2,103277,10,7,14,3,1,1,0,0,20,41,0
47,2,236805,10,2,5,4,1,1,0,0,60,41,0
27,2,74883,13,7,9,5,3,1,0,0,40,11,0
18,2,115443,7,7,2,5,1,0,0,0,25,41,0
43,2,150528,14,1,3,1,1,0,0,0,40,41,1
36,2,43701,10,6,5,5,1,1,0,0,20,41,0
37,3,419053,9,2,10,5,1,0,0,0,40,41,0
24,2,183594,11,7,10,3,1,0,0,0,20,41,0
24,2,390348,9,7,6,5,1,0,0,0,40,41,0
38,2,36989,13,1,4,1,1,0,3908,0,70,41,0
48,2,247895,13,1,1,1,2,0,0,0,40,41,1
75,2,191446,2,1,4,4,2,1,0,0,16,41,0
43,1,33521,13,2,3,5,1,0,0,0,70,41,1
64,2,46087,13,2,1,5,1,1,0,0,50,41,0
36,2,356824,9,2,5,5,1,1,0,0,40,41,0
53,2,158746,10,1,9,1,1,0,0,0,40,41,0
22,2,153323,10,7,3,5,2,0,0,0,20,41,0
73,1,130391,9,7,4,5,1,1,0,0,36,41,0
46,2,173613,9,2,14,5,1,1,0,0,40,41,0
45,2,362883,9,1,10,1,1,0,5013,0,40,41,0
43,2,182757,9,1,10,1,1,0,0,0,40,41,1
20,2,50397,9,7,14,3,2,0,0,0,20,41,0
43,3,101709,10,2,2,5,3,0,0,0,40,41,0
40,2,145649,9,4,5,4,2,1,0,0,25,41,0
36,2,136343,13,1,3,1,1,0,0,0,40,41,1
64,5,142166,13,2,5,5,1,0,0,0,45,41,0
46,2,127089,10,1,3,1,1,0,5178,0,38,41,1
46,4,124071,14,2,1,4,1,1,0,0,65,41,1
41,4,190368,13,7,3,5,1,1,0,0,70,41,0
28,2,67661,10,7,14,4,1,1,0,0,40,41,0
23,2,62278,10,1,5,1,1,0,0,0,45,41,0
30,3,295010,13,7,11,5,1,1,0,0,60,41,1
44,2,203897,13,3,14,5,1,1,0,0,40,1,0
27,2,265314,9,1,6,1,1,0,0,0,45,41,1
25,2,159603,9,7,4,4,1,1,0,0,34,41,0
29,2,134331,6,1,10,1,1,0,0,0,40,41,0
54,2,123011,9,1,8,1,1,0,0,0,40,12,1
27,2,274964,13,7,7,5,1,0,0,0,65,41,0
34,2,66309,9,1,10,1,1,0,0,0,35,41,0
38,2,73471,10,1,5,1,1,0,0,0,50,41,0
56,2,357118,14,1,3,2,1,1,0,0,40,41,1
35,5,184655,9,1,5,1,1,0,0,0,62,41,0
23,2,175266,10,7,10,5,1,0,0,0,40,41,0
19,2,188008,10,7,5,3,2,1,0,0,20,41,0
42,2,87284,15,1,3,1,1,0,7298,0,35,41,1
46,2,330087,13,1,1,1,1,0,15024,0,45,41,1
27,2,150025,9,7,5,5,1,0,0,0,40,5,0
49,5,330874,10,1,5,1,1,0,0,0,70,41,1
23,2,136824,10,7,4,3,1,0,0,0,20,41,0
24,2,201179,9,7,4,3,1,0,0,0,40,41,0
34,2,324654,9,7,8,3,3,0,0,0,40,26,0
25,3,366207,9,7,6,3,1,0,0,0,40,41,0
33,1,103860,10,1,10,1,1,0,0,0,50,41,0
22,2,106700,12,7,14,3,1,1,0,0,27,41,0
54,4,163557,9,7,14,5,1,1,0,0,30,41,0
39,5,286261,14,7,3,5,1,1,0,0,40,41,0
25,2,123083,13,7,3,5,1,1,0,0,40,41,0
75,5,125197,9,1,14,1,1,0,0,0,26,41,0
28,1,278073,9,7,8,4,2,0,0,0,30,41,0
50,2,133963,13,2,5,5,1,1,0,0,50,41,0
62,1,71467,13,1,10,1,1,0,0,0,55,41,1
40,2,76487,9,1,8,1,1,0,0,0,40,41,0
58,4,215245,13,7,3,5,1,1,0,0,37,41,0
24,3,127185,12,1,1,2,1,1,0,0,40,41,0
21,2,179720,9,7,4,4,1,1,0,0,30,41,0
40,2,88909,13,1,1,1,1,0,15024,0,50,41,1
45,2,341995,11,1,3,1,1,0,0,1902,42,41,1
48,2,173938,9,1,1,1,1,0,0,0,60,41,0
34,2,344275,9,7,6,5,1,0,0,0,70,41,0
23,2,150463,9,7,13,4,5,1,0,0,40,24,0
43,4,209544,14,7,1,5,1,1,10520,0,50,41,1
42,4,201723,10,7,10,5,1,0,0,0,40,41,0
39,1,343476,13,1,3,1,1,0,15024,0,50,28,1
52,5,77392,9,1,7,1,1,0,0,0,60,41,0
56,1,357118,13,7,1,5,1,1,0,0,60,41,0
48,3,167749,9,1,14,2,1,1,0,0,40,41,1
37,1,352882,9,2,1,5,3,1,0,0,70,27,1
25,2,51201,9,1,10,1,1,0,0,0,35,41,0
40,2,365986,13,1,2,3,1,0,0,0,40,41,1
34,2,400416,7,7,8,3,2,0,0,0,45,41,0
52,2,31533,9,2,4,5,1,0,0,0,40,41,0
41,2,106900,13,1,9,1,1,0,0,1902,42,41,1
36,4,192337,9,7,4,5,1,0,0,0,40,41,0
21,2,118712,11,7,10,3,1,0,0,1504,40,41,0
28,2,301654,13,7,3,5,1,1,0,0,40,41,0
20,2,88126,10,7,14,3,1,0,0,0,9,7,0
68,2,165017,9,1,3,1,1,0,0,0,40,25,1
35,2,238342,9,1,6,1,1,0,0,0,40,41,0
32,2,857532,9,7,8,3,2,0,0,0,40,41,0
64,2,134378,14,1,1,1,1,0,0,0,50,41,1
17,2,260797,6,7,2,3,1,1,0,0,23,41,0
25,2,138765,13,7,3,5,1,0,0,0,20,41,0
31,2,247444,11,1,8,1,1,0,0,0,40,13,0
51,0,454063,16,1,1,1,1,0,7298,0,40,41,1
67,2,180539,9,1,5,1,1,0,0,0,10,41,0
42,2,397346,9,7,10,5,1,0,3325,0,40,41,0
29,2,107160,9,7,4,5,1,0,0,0,40,41,0
31,2,262024,9,1,8,1,2,0,0,0,40,41,0
21,2,131230,9,1,10,1,1,0,0,0,37,41,0
67,2,274451,6,1,6,1,1,0,0,0,16,41,0
41,0,365986,9,2,11,5,1,0,0,0,40,41,1
27,2,204515,13,7,9,5,1,1,0,0,36,41,0
51,2,99316,8,2,6,4,1,0,0,0,50,41,0
28,2,268726,9,1,10,1,1,0,0,0,46,41,0
21,2,275395,10,7,10,3,1,0,0,0,40,41,0
28,2,383322,11,1,8,1,1,0,0,0,40,41,1
29,2,126822,9,1,4,1,1,0,0,0,35,41,0
39,5,168355,9,1,1,1,1,0,0,0,70,41,0
21,2,162667,13,7,14,5,1,0,0,0,40,13,0
43,2,373403,11,1,10,1,1,0,0,0,40,41,0
44,1,274562,9,7,10,5,1,0,14344,0,40,41,1
28,2,249362,7,1,6,1,1,0,0,0,50,41,0
31,2,111567,5,7,5,5,1,0,0,0,43,41,1
27,2,145784,10,1,14,2,4,1,0,0,45,41,0
34,0,209317,10,1,11,1,1,0,0,0,40,41,0
25,2,259505,9,7,9,5,1,0,0,0,40,41,0
34,2,345360,13,1,9,1,1,0,0,0,40,7,0
43,4,198096,9,1,10,1,1,0,7688,0,40,41,1
40,5,33126,14,1,10,1,1,0,0,0,50,41,0
21,2,206354,9,7,4,4,2,1,0,0,35,41,0
25,2,1484705,10,2,1,4,1,1,0,0,25,41,0
21,2,26410,9,7,14,5,1,1,0,0,40,41,0
19,1,220901,10,7,6,3,1,0,0,0,30,41,0
49,5,44671,12,1,10,1,1,0,0,0,40,41,1
20,2,38620,10,7,4,3,1,0,0,0,20,41,0
36,2,89040,7,1,6,1,1,0,0,0,47,41,0
32,2,370160,10,4,1,4,2,1,0,0,40,41,0
23,2,208946,10,7,14,3,1,0,0,0,32,41,0
21,2,131230,10,7,5,3,1,0,0,0,10,41,0
25,2,60358,13,7,1,3,1,0,0,0,40,41,0
24,2,209782,13,7,5,3,1,1,0,0,40,41,0
22,2,351952,10,7,3,4,1,1,0,0,20,41,0
26,2,142081,9,1,4,2,1,1,0,0,40,4,0
22,2,164775,5,7,8,4,1,0,0,0,40,24,0
41,4,47858,13,1,11,1,1,0,0,0,40,41,1
18,2,404085,9,1,14,2,1,1,0,0,40,41,0
24,2,218678,13,7,5,3,1,0,0,0,40,41,0
38,2,184655,9,1,10,1,1,0,0,1740,48,41,0
36,2,321760,13,7,14,5,1,1,0,0,17,41,0
45,4,185399,14,2,3,3,1,1,0,0,55,41,0
38,4,409200,10,1,9,1,1,0,0,0,40,41,1
38,2,40077,9,1,10,1,1,0,0,0,50,41,1
34,1,31740,9,7,7,5,1,0,0,0,40,41,0
53,4,233722,12,7,14,5,2,0,0,0,40,41,0
32,2,192039,11,1,3,2,1,1,0,0,40,41,1
17,2,222618,7,7,5,3,2,1,0,0,30,41,0
45,0,213646,13,1,1,1,1,0,7298,0,40,41,1
31,4,194141,9,1,11,1,1,0,0,0,48,41,0
47,0,80282,16,1,3,1,1,0,0,0,45,41,0
27,2,166350,9,7,5,5,1,0,0,0,50,41,0
61,3,60641,10,1,14,2,1,1,0,0,30,41,0
33,2,124827,9,1,6,1,1,0,0,0,40,41,0
67,2,105438,9,4,8,4,1,1,0,0,40,41,0
38,2,85244,13,4,10,5,1,0,0,0,40,41,0
25,2,120535,9,2,5,4,1,1,0,0,40,41,0
33,4,269604,3,7,4,4,5,1,0,0,40,22,0
27,2,247711,9,1,14,2,1,1,0,0,40,41,0
45,2,380922,9,1,10,1,1,0,0,0,60,41,1
24,2,281221,13,7,14,4,3,1,0,0,40,18,0
23,2,269687,11,7,9,5,1,0,0,0,40,41,0
48,2,181758,10,2,14,4,1,1,0,0,40,41,0
61,3,136787,10,1,14,1,1,0,0,0,40,41,1
22,2,107882,9,7,3,3,1,1,0,0,20,41,0
34,2,172579,11,2,9,4,1,1,0,0,40,41,0
32,2,29933,9,1,8,1,1,0,5178,0,40,41,1
35,3,38905,10,2,14,5,1,1,0,0,50,41,0
36,2,168826,6,7,10,5,1,0,0,0,40,41,0
24,2,424034,9,7,1,4,1,0,0,0,40,41,0
60,2,117509,5,1,10,1,1,0,0,0,40,41,0
64,2,69525,9,2,10,4,1,0,0,0,20,41,0
22,2,374116,9,7,5,4,1,1,0,0,35,41,0
27,2,283913,3,7,13,5,1,1,0,0,65,7,0
36,0,147258,10,2,6,5,1,0,0,0,60,41,0
27,2,139903,9,7,5,4,2,1,0,0,30,41,0
